관측시간,실측조위(Cm),예측조위(Cm),잔차(Cm)
2013-04-30 16:25,116,121,-5
2013-04-30 16:26,116,121,-5
2013-04-30 16:27,115,121,-6
2013-04-30 16:28,115,121,-6
2013-04-30 16:29,114,121,-7
2013-04-30 16:30,114,121,-7
2013-04-30 16:31,113,121,-8
2013-04-30 16:32,113,121,-8
2013-04-30 16:33,113,121,-8
2013-04-30 16:34,112,122,-10
2013-04-30 16:35,113,122,-9
2013-04-30 16:36,113,122,-9
2013-04-30 16:37,113,122,-9
2013-04-30 16:38,113,122,-9
2013-04-30 16:39,113,123,-10
2013-04-30 16:40,113,123,-10
2013-04-30 16:41,112,123,-11
2013-04-30 16:42,113,123,-10
2013-04-30 16:43,113,124,-11
2013-04-30 16:44,114,124,-10
2013-04-30 16:45,114,124,-10
2013-04-30 16:46,115,125,-10
2013-04-30 16:47,116,125,-9
2013-04-30 16:48,117,126,-9
2013-04-30 16:49,118,126,-8
2013-04-30 16:50,119,126,-7
2013-04-30 16:51,120,127,-7
2013-04-30 16:52,122,127,-5
2013-04-30 16:53,123,128,-5
2013-04-30 16:54,126,128,-2
2013-04-30 16:55,128,129,-1
2013-04-30 16:56,130,129,1
2013-04-30 16:57,132,130,2
2013-04-30 16:58,134,131,3
2013-04-30 16:59,137,131,6
2013-04-30 17:00,139,132,7
2013-04-30 17:01,143,133,10
2013-04-30 17:02,145,133,12
2013-04-30 17:03,147,134,13
2013-04-30 17:04,150,135,15
2013-04-30 17:05,152,135,17
2013-04-30 17:06,154,136,18
2013-04-30 17:07,156,137,19
2013-04-30 17:08,158,138,20
2013-04-30 17:09,160,138,22
2013-04-30 17:10,162,139,23
2013-04-30 17:11,164,140,24
2013-04-30 17:12,166,141,25
2013-04-30 17:13,168,142,26
2013-04-30 17:14,170,143,27
2013-04-30 17:15,171,144,27
2013-04-30 17:16,173,145,28
2013-04-30 17:17,174,146,28
2013-04-30 17:18,175,147,28
2013-04-30 17:19,177,148,29
2013-04-30 17:20,178,149,29
2013-04-30 17:21,180,150,30
2013-04-30 17:22,181,151,30
2013-04-30 17:23,183,152,31
2013-04-30 17:24,184,153,31
2013-04-30 17:25,186,154,32
2013-04-30 17:26,187,155,32
2013-04-30 17:27,189,156,33
2013-04-30 17:28,190,158,32
2013-04-30 17:29,191,159,32
2013-04-30 17:30,192,160,32
2013-04-30 17:31,194,161,33
2013-04-30 17:32,195,163,32
2013-04-30 17:33,196,164,32
2013-04-30 17:34,197,165,32
2013-04-30 17:35,198,166,32
2013-04-30 17:36,199,168,31
2013-04-30 17:37,200,169,31
2013-04-30 17:38,201,171,30
2013-04-30 17:39,202,172,30
2013-04-30 17:40,203,173,30
2013-04-30 17:41,204,175,29
2013-04-30 17:42,206,176,30
2013-04-30 17:43,206,178,28
2013-04-30 17:44,208,179,29
2013-04-30 17:45,209,181,28
2013-04-30 17:46,210,182,28
2013-04-30 17:47,211,184,27
2013-04-30 17:48,212,186,26
2013-04-30 17:49,213,187,26
2013-04-30 17:50,214,189,25
2013-04-30 17:51,215,190,25
2013-04-30 17:52,216,192,24
2013-04-30 17:53,217,194,23
2013-04-30 17:54,218,196,22
2013-04-30 17:55,219,197,22
2013-04-30 17:56,220,199,21
2013-04-30 17:57,221,201,20
2013-04-30 17:58,222,203,19
2013-04-30 17:59,223,204,19
2013-04-30 18:00,224,206,18
2013-04-30 18:01,225,208,17
2013-04-30 18:02,226,210,16
2013-04-30 18:03,228,212,16
2013-04-30 18:04,229,214,15
2013-04-30 18:05,230,216,14
2013-04-30 18:06,231,218,13
2013-04-30 18:07,232,220,12
2013-04-30 18:08,234,221,13
2013-04-30 18:09,236,223,13
2013-04-30 18:10,237,225,12
2013-04-30 18:11,239,228,11
2013-04-30 18:12,240,230,10
2013-04-30 18:13,242,232,10
2013-04-30 18:14,243,234,9
2013-04-30 18:15,245,236,9
2013-04-30 18:16,246,238,8
2013-04-30 18:17,248,240,8
2013-04-30 18:18,250,242,8
2013-04-30 18:19,252,244,8
2013-04-30 18:20,254,247,7
2013-04-30 18:21,256,249,7
2013-04-30 18:22,258,251,7
2013-04-30 18:23,259,253,6
2013-04-30 18:24,261,256,5
2013-04-30 18:25,263,258,5
2013-04-30 18:26,265,260,5
2013-04-30 18:27,267,262,5
2013-04-30 18:28,268,265,3
2013-04-30 18:29,271,267,4
2013-04-30 18:30,273,269,4
2013-04-30 18:31,274,272,2
2013-04-30 18:32,277,274,3
2013-04-30 18:33,279,277,2
2013-04-30 18:34,281,279,2
2013-04-30 18:35,283,281,2
2013-04-30 18:36,285,284,1
2013-04-30 18:37,288,286,2
2013-04-30 18:38,290,289,1
2013-04-30 18:39,293,291,2
2013-04-30 18:40,296,294,2
2013-04-30 18:41,298,296,2
2013-04-30 18:42,301,299,2
2013-04-30 18:43,304,301,3
2013-04-30 18:44,306,304,2
2013-04-30 18:45,309,306,3
2013-04-30 18:46,311,309,2
2013-04-30 18:47,314,311,3
2013-04-30 18:48,317,314,3
2013-04-30 18:49,319,317,2
2013-04-30 18:50,321,319,2
2013-04-30 18:51,324,322,2
2013-04-30 18:52,327,324,3
2013-04-30 18:53,330,327,3
2013-04-30 18:54,333,330,3
2013-04-30 18:55,335,332,3
2013-04-30 18:56,338,335,3
2013-04-30 18:57,341,338,3
2013-04-30 18:58,343,340,3
2013-04-30 18:59,346,343,3
2013-04-30 19:00,348,346,2
2013-04-30 19:01,351,348,3
2013-04-30 19:02,354,351,3
2013-04-30 19:03,356,354,2
2013-04-30 19:04,359,356,3
2013-04-30 19:05,361,359,2
2013-04-30 19:06,364,362,2
2013-04-30 19:07,367,364,3
2013-04-30 19:08,369,367,2
2013-04-30 19:09,372,370,2
2013-04-30 19:10,375,373,2
2013-04-30 19:11,377,375,2
2013-04-30 19:12,380,378,2
2013-04-30 19:13,383,381,2
2013-04-30 19:14,385,383,2
2013-04-30 19:15,388,386,2
2013-04-30 19:16,391,389,2
2013-04-30 19:17,393,392,1
2013-04-30 19:18,396,394,2
2013-04-30 19:19,398,397,1
2013-04-30 19:20,401,400,1
2013-04-30 19:21,404,403,1
2013-04-30 19:22,407,405,2
2013-04-30 19:23,409,408,1
2013-04-30 19:24,412,411,1
2013-04-30 19:25,414,413,1
2013-04-30 19:26,417,416,1
2013-04-30 19:27,420,419,1
2013-04-30 19:28,422,422,0
2013-04-30 19:29,425,424,1
2013-04-30 19:30,427,427,0
2013-04-30 19:31,430,430,0
2013-04-30 19:32,432,432,0
2013-04-30 19:33,435,435,0
2013-04-30 19:34,437,438,-1
2013-04-30 19:35,440,440,0
2013-04-30 19:36,442,443,-1
2013-04-30 19:37,445,446,-1
2013-04-30 19:38,447,448,-1
2013-04-30 19:39,449,451,-2
2013-04-30 19:40,452,453,-1
2013-04-30 19:41,454,456,-2
2013-04-30 19:42,457,459,-2
2013-04-30 19:43,459,461,-2
2013-04-30 19:44,462,464,-2
2013-04-30 19:45,464,466,-2
2013-04-30 19:46,467,469,-2
2013-04-30 19:47,469,471,-2
2013-04-30 19:48,471,474,-3
2013-04-30 19:49,474,476,-2
2013-04-30 19:50,477,479,-2
2013-04-30 19:51,479,481,-2
2013-04-30 19:52,482,484,-2
2013-04-30 19:53,484,486,-2
2013-04-30 19:54,487,489,-2
2013-04-30 19:55,489,491,-2
2013-04-30 19:56,492,493,-1
2013-04-30 19:57,494,496,-2
2013-04-30 19:58,496,498,-2
2013-04-30 19:59,499,501,-2
2013-04-30 20:00,501,503,-2
2013-04-30 20:01,504,505,-1
2013-04-30 20:02,506,507,-1
2013-04-30 20:03,508,510,-2
2013-04-30 20:04,510,512,-2
2013-04-30 20:05,513,514,-1
2013-04-30 20:06,515,516,-1
2013-04-30 20:07,517,519,-2
2013-04-30 20:08,519,521,-2
2013-04-30 20:09,521,523,-2
2013-04-30 20:10,523,525,-2
2013-04-30 20:11,525,527,-2
2013-04-30 20:12,527,529,-2
2013-04-30 20:13,529,531,-2
2013-04-30 20:14,531,533,-2
2013-04-30 20:15,533,535,-2
2013-04-30 20:16,536,537,-1
2013-04-30 20:17,537,539,-2
2013-04-30 20:18,539,541,-2
2013-04-30 20:19,542,543,-1
2013-04-30 20:20,543,545,-2
2013-04-30 20:21,545,547,-2
2013-04-30 20:22,547,548,-1
2013-04-30 20:23,549,550,-1
2013-04-30 20:24,551,552,-1
2013-04-30 20:25,553,554,-1
2013-04-30 20:26,555,555,0
2013-04-30 20:27,557,557,0
2013-04-30 20:28,559,559,0
2013-04-30 20:29,561,560,1
2013-04-30 20:30,563,562,1
2013-04-30 20:31,565,563,2
2013-04-30 20:32,567,565,2
2013-04-30 20:33,568,566,2
2013-04-30 20:34,570,568,2
2013-04-30 20:35,571,569,2
2013-04-30 20:36,573,571,2
2013-04-30 20:37,575,572,3
2013-04-30 20:38,576,574,2
2013-04-30 20:39,578,575,3
2013-04-30 20:40,579,576,3
2013-04-30 20:41,581,577,4
2013-04-30 20:42,582,579,3
2013-04-30 20:43,584,580,4
2013-04-30 20:44,585,581,4
2013-04-30 20:45,587,582,5
2013-04-30 20:46,588,583,5
2013-04-30 20:47,589,584,5
2013-04-30 20:48,591,585,6
2013-04-30 20:49,592,586,6
2013-04-30 20:50,593,587,6
2013-04-30 20:51,594,588,6
2013-04-30 20:52,596,589,7
2013-04-30 20:53,596,590,6
2013-04-30 20:54,598,591,7
2013-04-30 20:55,598,591,7
2013-04-30 20:56,600,592,8
2013-04-30 20:57,600,593,7
2013-04-30 20:58,601,594,7
2013-04-30 20:59,602,594,8
2013-04-30 21:00,603,595,8
2013-04-30 21:01,604,596,8
2013-04-30 21:02,604,596,8
2013-04-30 21:03,605,597,8
2013-04-30 21:04,606,597,9
2013-04-30 21:05,607,598,9
2013-04-30 21:06,607,598,9
2013-04-30 21:07,608,598,10
2013-04-30 21:08,608,599,9
2013-04-30 21:09,609,599,10
2013-04-30 21:10,610,599,11
2013-04-30 21:11,610,600,10
2013-04-30 21:12,611,600,11
2013-04-30 21:13,611,600,11
2013-04-30 21:14,611,600,11
2013-04-30 21:15,612,600,12
2013-04-30 21:16,612,600,12
2013-04-30 21:17,612,600,12
2013-04-30 21:18,612,600,12
2013-04-30 21:19,612,600,12
2013-04-30 21:20,613,600,13
2013-04-30 21:21,613,600,13
2013-04-30 21:22,613,600,13
2013-04-30 21:23,613,600,13
2013-04-30 21:24,613,600,13
2013-04-30 21:25,613,600,13
2013-04-30 21:26,613,599,14
2013-04-30 21:27,613,599,14
2013-04-30 21:28,612,599,13
2013-04-30 21:29,612,598,14
2013-04-30 21:30,612,598,14
2013-04-30 21:31,612,598,14
2013-04-30 21:32,611,597,14
2013-04-30 21:33,610,597,13
2013-04-30 21:34,610,596,14
2013-04-30 21:35,610,596,14
2013-04-30 21:36,609,595,14
2013-04-30 21:37,608,594,14
2013-04-30 21:38,607,594,13
2013-04-30 21:39,606,593,13
2013-04-30 21:40,606,592,14
2013-04-30 21:41,605,592,13
2013-04-30 21:42,604,591,13
2013-04-30 21:43,603,590,13
2013-04-30 21:44,603,589,14
2013-04-30 21:45,601,589,12
2013-04-30 21:46,601,588,13
2013-04-30 21:47,600,587,13
2013-04-30 21:48,599,586,13
2013-04-30 21:49,598,585,13
2013-04-30 21:50,597,584,13
2013-04-30 21:51,596,583,13
2013-04-30 21:52,595,582,13
2013-04-30 21:53,594,581,13
2013-04-30 21:54,592,580,12
2013-04-30 21:55,591,579,12
2013-04-30 21:56,590,578,12
2013-04-30 21:57,589,577,12
2013-04-30 21:58,588,576,12
2013-04-30 21:59,586,574,12
2013-04-30 22:00,585,573,12
2013-04-30 22:01,584,572,12
2013-04-30 22:02,583,571,12
2013-04-30 22:03,582,569,13
2013-04-30 22:04,581,568,13
2013-04-30 22:05,579,567,12
2013-04-30 22:06,577,565,12
2013-04-30 22:07,576,564,12
2013-04-30 22:08,574,563,11
2013-04-30 22:09,573,561,12
2013-04-30 22:10,571,560,11
2013-04-30 22:11,570,558,12
2013-04-30 22:12,568,557,11
2013-04-30 22:13,567,556,11
2013-04-30 22:14,565,554,11
2013-04-30 22:15,564,553,11
2013-04-30 22:16,562,551,11
2013-04-30 22:17,561,549,12
2013-04-30 22:18,560,548,12
2013-04-30 22:19,558,546,12
2013-04-30 22:20,557,545,12
2013-04-30 22:21,555,543,12
2013-04-30 22:22,554,542,12
2013-04-30 22:23,552,540,12
2013-04-30 22:24,551,538,13
2013-04-30 22:25,549,537,12
2013-04-30 22:26,548,535,13
2013-04-30 22:27,546,533,13
2013-04-30 22:28,544,532,12
2013-04-30 22:29,543,530,13
2013-04-30 22:30,541,528,13
2013-04-30 22:31,540,526,14
2013-04-30 22:32,538,525,13
2013-04-30 22:33,536,523,13
2013-04-30 22:34,535,521,14
2013-04-30 22:35,533,519,14
2013-04-30 22:36,532,518,14
2013-04-30 22:37,530,516,14
2013-04-30 22:38,528,514,14
2013-04-30 22:39,527,512,15
2013-04-30 22:40,525,510,15
2013-04-30 22:41,524,509,15
2013-04-30 22:42,522,507,15
2013-04-30 22:43,520,505,15
2013-04-30 22:44,519,503,16
2013-04-30 22:45,517,501,16
2013-04-30 22:46,515,499,16
2013-04-30 22:47,513,497,16
2013-04-30 22:48,512,496,16
2013-04-30 22:49,510,494,16
2013-04-30 22:50,508,492,16
2013-04-30 22:51,506,490,16
2013-04-30 22:52,504,488,16
2013-04-30 22:53,502,486,16
2013-04-30 22:54,501,484,17
2013-04-30 22:55,499,482,17
2013-04-30 22:56,497,481,16
2013-04-30 22:57,495,479,16
2013-04-30 22:58,493,477,16
2013-04-30 22:59,491,475,16
2013-04-30 23:00,490,473,17
2013-04-30 23:01,488,471,17
2013-04-30 23:02,486,469,17
2013-04-30 23:03,485,467,18
2013-04-30 23:04,483,465,18
2013-04-30 23:05,481,464,17
2013-04-30 23:06,479,462,17
2013-04-30 23:07,477,460,17
2013-04-30 23:08,475,458,17
2013-04-30 23:09,474,456,18
2013-04-30 23:10,472,454,18
2013-04-30 23:11,470,452,18
2013-04-30 23:12,468,450,18
2013-04-30 23:13,467,449,18
2013-04-30 23:14,465,447,18
2013-04-30 23:15,463,445,18
2013-04-30 23:16,461,443,18
2013-04-30 23:17,459,441,18
2013-04-30 23:18,457,439,18
2013-04-30 23:19,455,437,18
2013-04-30 23:20,453,436,17
2013-04-30 23:21,451,434,17
2013-04-30 23:22,450,432,18
2013-04-30 23:23,448,430,18
2013-04-30 23:24,446,428,18
2013-04-30 23:25,445,427,18
2013-04-30 23:26,443,425,18
2013-04-30 23:27,441,423,18
2013-04-30 23:28,439,421,18
2013-04-30 23:29,437,419,18
2013-04-30 23:30,436,418,18
2013-04-30 23:31,434,416,18
2013-04-30 23:32,432,414,18
2013-04-30 23:33,430,412,18
2013-04-30 23:34,429,410,19
2013-04-30 23:35,427,409,18
2013-04-30 23:36,425,407,18
2013-04-30 23:37,423,405,18
2013-04-30 23:38,421,404,17
2013-04-30 23:39,420,402,18
2013-04-30 23:40,418,400,18
2013-04-30 23:41,416,398,18
2013-04-30 23:42,414,397,17
2013-04-30 23:43,412,395,17
2013-04-30 23:44,411,393,18
2013-04-30 23:45,409,392,17
2013-04-30 23:46,407,390,17
2013-04-30 23:47,406,388,18
2013-04-30 23:48,404,387,17
2013-04-30 23:49,402,385,17
2013-04-30 23:50,400,383,17
2013-04-30 23:51,399,382,17
2013-04-30 23:52,397,380,17
2013-04-30 23:53,395,379,16
2013-04-30 23:54,394,377,17
2013-04-30 23:55,392,375,17
2013-04-30 23:56,390,374,16
2013-04-30 23:57,389,372,17
2013-04-30 23:58,387,371,16
2013-04-30 23:59,386,369,17
2013-05-01 0:00,-,368,-
